StateName,StateAbbrev,DataLevel,Charter,SchoolName,SchoolType,NCESSchoolID,StateAssignedSchoolID,DistrictName,DistrictType,NCESDistrictID,StateAssignedDistrictID,EnrollmentTotal,TimePeriodInterval,TimePeriodStart,TimePeriodEnd,LearningModel,LearningModelGrK5,LearningModelGr68,LearningModelGr912,LearningModelStateCat,LearningModelStateCatGrK5,LearningModelStateCatGr68,LearningModelStateCatGr912,EnrollmentInPerson,EnrollmentHybrid,EnrollmentVirtual,StaffCount,StaffCountInPerson
Washington,WA,District,No,,,,,Anacortes School District,Regular local school district,5300150,29103,2552,Weekly,5/3/21,5/9/21,,,,,,,,,0,,,279.55,
Washington,WA,District,No,,,,,Anacortes School District,Regular local school district,5300150,29103,2552,Weekly,5/10/21,5/16/21,Hybrid,Hybrid,Hybrid,Hybrid,,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,2029,,,279.55,
Washington,WA,District,No,,,,,Anacortes School District,Regular local school district,5300150,29103,2552,Weekly,5/17/21,5/23/21,Hybrid,Hybrid,Hybrid,Hybrid,,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,2029,,,279.55,
Washington,WA,District,No,,,,,Anacortes School District,Regular local school district,5300150,29103,2552,Weekly,5/24/21,5/30/21,Hybrid,Hybrid,Hybrid,Hybrid,,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,2029,,,279.55,
Washington,WA,District,No,,,,,Anacortes School District,Regular local school district,5300150,29103,2552,Weekly,5/31/21,6/6/21,Hybrid,Hybrid,Hybrid,Hybrid,,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,2029,,,279.55,
Washington,WA,District,No,,,,,Arlington School District,Regular local school district,5300240,31016,5382,Monthly,9/1/20,9/30/20,Virtual,Virtual,Virtual,Virtual,,Small Groups + Remote,Small Groups + Remote,Small Groups + Remote,,,,542.53,
Washington,WA,District,No,,,,,Arlington School District,Regular local school district,5300240,31016,5382,Monthly,10/1/20,10/31/20,Virtual,Hybrid,Virtual,Virtual,,Phase-In,Small Groups + Remote,Small Groups + Remote,,,,542.53,
Washington,WA,District,No,,,,,Arlington School District,Regular local school district,5300240,31016,5382,Monthly,11/1/20,11/30/20,Virtual,Hybrid,Virtual,Virtual,,Phase-In,Small Groups + Remote,Small Groups + Remote,,,,542.53,
Washington,WA,District,No,,,,,Arlington School District,Regular local school district,5300240,31016,5382,Monthly,12/1/20,12/31/20,,,,,,,,,,,,542.53,
Washington,WA,District,No,,,,,Arlington School District,Regular local school district,5300240,31016,5382,Weekly,1/1/21,1/10/21,,,,,,,,,,,,542.53,
Washington,WA,District,No,,,,,Arlington School District,Regular local school district,5300240,31016,5382,Weekly,1/11/21,1/17/21,,,,,,,,,,,,542.53,
