,Term,SchoolYear,county_fips,TeachingMethod,StudentMaskPolicy,useit,useit_ind
5203,Fall,2020-2021,16069,Hybrid,Required for all students,1,0.8936170212765957
5206,Fall,2020-2021,6105,Hybrid,Required for all students,1,0.8507462686567164
5208,Fall,2020-2021,31133,Hybrid,Required for all students,1,0.9354838709677419
5227,Fall,2020-2021,47135,Online Only,Required for middle/high school students only,1,0.8214285714285714
5248,Fall,2020-2021,21149,Hybrid,Pending,1,0.8
5251,Fall,2020-2021,21149,Online Only,Unknown,1,0.8
5254,Fall,2020-2021,21149,Online Only,Unknown,1,0.8
5296,Fall,2020-2021,6085,Online Only,Required for all students,1,0.8018867924528302
5313,Fall,2020-2021,6085,Hybrid,Required for all students,1,0.8018867924528302
5314,Fall,2020-2021,6085,Online Only,Unknown,1,0.8018867924528302
5315,Fall,2020-2021,6085,Online Only,Required for all students,1,0.8018867924528302
5316,Fall,2020-2021,6085,Pending,Pending,0,0.8018867924528302
5317,Fall,2020-2021,6103,Hybrid,Required for all students,1,0.8440366972477065
5318,Fall,2020-2021,6103,Hybrid,Required for all students,1,0.8440366972477065
5329,Fall,2020-2021,6105,Hybrid,Required for all students,1,0.8507462686567164
5330,Fall,2020-2021,6039,Online Only,Pending,1,0.8235294117647058
5331,Fall,2020-2021,6039,Online Only,Pending,1,0.8235294117647058
5356,Fall,2020-2021,6003,Online Only,Required for all students,1,1.0
5420,Fall,2020-2021,42037,Hybrid,Required for middle/high school students only,1,0.8070175438596491
5422,Fall,2020-2021,6089,Hybrid,Required for middle/high school students only,1,0.8145695364238411
5425,Fall,2020-2021,6085,Online Only,Pending,1,0.8018867924528302
5453,Fall,2020-2021,48337,Hybrid,Unknown,1,0.8214285714285714
5456,Fall,2020-2021,48337,Online Only,Required for all students,1,0.8214285714285714
5459,Fall,2020-2021,48337,Hybrid,Required for all students,1,0.8214285714285714
5462,Fall,2020-2021,48337,On Premises,Required for all students,1,0.8214285714285714
5465,Fall,2020-2021,48337,Hybrid,Unknown,1,0.8214285714285714
5468,Fall,2020-2021,48337,Hybrid,Unknown,1,0.8214285714285714
5471,Fall,2020-2021,36087,Online Only,Pending,1,0.8076923076923077
5478,Fall,2020-2021,6089,Online Only,Required for all students,1,0.8145695364238411
5482,Fall,2020-2021,6085,Hybrid,Unknown,1,0.8018867924528302
5487,Fall,2020-2021,6085,Pending,Pending,0,0.8018867924528302
5496,Fall,2020-2021,6085,Online Only,Required for all students,1,0.8018867924528302
5528,Fall,2020-2021,48503,Hybrid,Required for all students,1,0.8571428571428571
5532,Fall,2020-2021,17041,Online Only,Not required,1,0.825
5560,Fall,2020-2021,6039,Online Only,Not required,1,0.8235294117647058
5564,Fall,2020-2021,6039,Online Only,Required for all students,1,0.8235294117647058
5626,Fall,2020-2021,41057,Online Only,Unknown,1,0.810126582278481
5629,Fall,2020-2021,41057,Online Only,Required for all students,1,0.810126582278481
5632,Fall,2020-2021,41057,Pending,Pending,0,0.810126582278481
5663,Fall,2020-2021,6021,On Premises,Required for all students,1,0.9
5665,Fall,2020-2021,6021,Online Only,Required for all students,1,0.9
5667,Fall,2020-2021,6021,Online Only,Required for all students,1,0.9
5669,Fall,2020-2021,6021,Online Only,Pending,1,0.9
5700,Fall,2020-2021,6085,Hybrid,Required for all students,1,0.8018867924528302
5702,Fall,2020-2021,6089,Hybrid,Required for all students,1,0.8145695364238411
5703,Fall,2020-2021,6089,On Premises,Required for middle/high school students only,1,0.8145695364238411
5762,Fall,2020-2021,6017,Hybrid,Required for all students,1,0.8130841121495327
5763,Fall,2020-2021,16015,Hybrid,Required for all students,1,0.9
5764,Fall,2020-2021,6017,Hybrid,Required for all students,1,0.8130841121495327
5765,Fall,2020-2021,16015,Hybrid,Required for all students,1,0.9
5766,Fall,2020-2021,6017,Online Only,Pending,1,0.8130841121495327
5767,Fall,2020-2021,16015,Online Only,Pending,1,0.9
5768,Fall,2020-2021,6017,On Premises,Unknown,1,0.8130841121495327
5769,Fall,2020-2021,16015,On Premises,Unknown,1,0.9
5770,Fall,2020-2021,6017,Online Only,Required for all students,1,0.8130841121495327
5771,Fall,2020-2021,16015,Online Only,Required for all students,1,0.9
5772,Fall,2020-2021,6017,Hybrid,Required for all students,1,0.8130841121495327
5773,Fall,2020-2021,16015,Hybrid,Required for all students,1,0.9
5798,Fall,2020-2021,6017,Hybrid,Required for all students,1,0.8130841121495327
5799,Fall,2020-2021,6017,Hybrid,Required for all students,1,0.8130841121495327
5802,Fall,2020-2021,36087,Online Only,Unknown,1,0.8076923076923077
5807,Fall,2020-2021,36087,Online Only,Required for all students,1,0.8076923076923077
5812,Fall,2020-2021,36087,Online Only,Pending,1,0.8076923076923077
5876,Fall,2020-2021,6103,Hybrid,Required for all students,1,0.8440366972477065
5877,Fall,2020-2021,6103,Hybrid,Required for high school students only,1,0.8440366972477065
5878,Fall,2020-2021,6103,Online Only,Required for all students,1,0.8440366972477065
5879,Fall,2020-2021,6103,On Premises,Required for all students,1,0.8440366972477065
5880,Fall,2020-2021,6103,On Premises,Required for all students,1,0.8440366972477065
5881,Fall,2020-2021,6089,Hybrid,Required for middle/high school students only,1,0.8145695364238411
5882,Fall,2020-2021,19159,Hybrid,Required for middle/high school students only,1,0.8539325842696629
5883,Fall,2020-2021,6089,Online Only,Required for all students,1,0.8145695364238411
5884,Fall,2020-2021,19159,Online Only,Required for all students,1,0.8539325842696629
5885,Fall,2020-2021,6089,On Premises,Unknown,1,0.8145695364238411
5886,Fall,2020-2021,19159,On Premises,Unknown,1,0.8539325842696629
5887,Fall,2020-2021,6089,Hybrid,Unknown,1,0.8145695364238411
5888,Fall,2020-2021,19159,Hybrid,Unknown,1,0.8539325842696629
5889,Fall,2020-2021,6089,On Premises,Required for middle/high school students only,1,0.8145695364238411
5890,Fall,2020-2021,19159,On Premises,Required for middle/high school students only,1,0.8539325842696629
5891,Fall,2020-2021,6089,Hybrid,Required for all students,1,0.8145695364238411
5892,Fall,2020-2021,19159,Hybrid,Required for all students,1,0.8539325842696629
5893,Fall,2020-2021,6089,Hybrid,Required for high school students only,1,0.8145695364238411
5894,Fall,2020-2021,19159,Hybrid,Required for high school students only,1,0.8539325842696629
5895,Fall,2020-2021,6089,Unknown,Required for all students,0,0.8145695364238411
5896,Fall,2020-2021,19159,Unknown,Required for all students,0,0.8539325842696629
5924,Fall,2020-2021,12103,Hybrid,Unknown,1,0.8043478260869565
5933,Fall,2020-2021,13063,Hybrid,Required for all students,1,0.8235294117647058
5942,Fall,2020-2021,13063,Online Only,Required for all students,1,0.8235294117647058
5960,Fall,2020-2021,16011,Online Only,Required for all students,1,0.8203125
5976,Fall,2020-2021,16011,Online Only,Unknown,1,0.8203125
5992,Fall,2020-2021,16011,Online Only,Unknown,1,0.8203125
6000,Fall,2020-2021,37125,Online Only,Required for middle/high school students only,1,0.8020833333333334
6035,Fall,2020-2021,21149,Online Only,Unknown,1,0.8
6038,Fall,2020-2021,21149,Online Only,Pending,1,0.8
6041,Fall,2020-2021,21149,Online Only,Required for all students,1,0.8
6044,Fall,2020-2021,21149,Online Only,Required for all students,1,0.8
6047,Fall,2020-2021,21149,Online Only,Pending,1,0.8
6053,Fall,2020-2021,72123,Online Only,Unknown,1,0.8529411764705882
6055,Fall,2020-2021,72123,Online Only,Required for all students,1,0.8529411764705882
6057,Fall,2020-2021,72123,Online Only,Unknown,1,0.8529411764705882
6059,Fall,2020-2021,72123,Online Only,Required for all students,1,0.8529411764705882
6061,Fall,2020-2021,72123,Online Only,Pending,1,0.8529411764705882
6063,Fall,2020-2021,72123,Hybrid,Required for all students,1,0.8529411764705882
6065,Fall,2020-2021,72123,Online Only,Unknown,1,0.8529411764705882
6067,Fall,2020-2021,72123,Online Only,Unknown,1,0.8529411764705882
6101,Fall,2020-2021,6085,Online Only,Pending,1,0.8018867924528302
6102,Fall,2020-2021,4009,Online Only,Pending,1,0.8558558558558559
6105,Fall,2020-2021,6085,Online Only,Pending,1,0.8018867924528302
6106,Fall,2020-2021,4009,Online Only,Pending,1,0.8558558558558559
6109,Fall,2020-2021,6085,Online Only,Required for all students,1,0.8018867924528302
6110,Fall,2020-2021,4009,Online Only,Required for all students,1,0.8558558558558559
6113,Fall,2020-2021,6085,Online Only,Pending,1,0.8018867924528302
6114,Fall,2020-2021,4009,Online Only,Pending,1,0.8558558558558559
6117,Fall,2020-2021,6085,Online Only,Required for all students,1,0.8018867924528302
6118,Fall,2020-2021,4009,Online Only,Required for all students,1,0.8558558558558559
6121,Fall,2020-2021,6085,Hybrid,Pending,1,0.8018867924528302
6122,Fall,2020-2021,4009,Hybrid,Pending,1,0.8558558558558559
6125,Fall,2020-2021,6085,Online Only,Unknown,1,0.8018867924528302
6126,Fall,2020-2021,4009,Online Only,Unknown,1,0.8558558558558559
6129,Fall,2020-2021,6085,Online Only,Required for all students,1,0.8018867924528302
6130,Fall,2020-2021,4009,Online Only,Required for all students,1,0.8558558558558559
6133,Fall,2020-2021,6085,Hybrid,Not required,1,0.8018867924528302
6134,Fall,2020-2021,4009,Hybrid,Not required,1,0.8558558558558559
6137,Fall,2020-2021,6085,Online Only,Required for all students,1,0.8018867924528302
6138,Fall,2020-2021,4009,Online Only,Required for all students,1,0.8558558558558559
6141,Fall,2020-2021,6085,Online Only,Unknown,1,0.8018867924528302
6142,Fall,2020-2021,4009,Online Only,Unknown,1,0.8558558558558559
6145,Fall,2020-2021,6085,Online Only,Unknown,1,0.8018867924528302
6146,Fall,2020-2021,4009,Online Only,Unknown,1,0.8558558558558559
6149,Fall,2020-2021,6085,Online Only,Required for all students,1,0.8018867924528302
6150,Fall,2020-2021,4009,Online Only,Required for all students,1,0.8558558558558559
6153,Fall,2020-2021,6085,Online Only,Pending,1,0.8018867924528302
6154,Fall,2020-2021,4009,Online Only,Pending,1,0.8558558558558559
6157,Fall,2020-2021,6085,Online Only,Unknown,1,0.8018867924528302
6158,Fall,2020-2021,4009,Online Only,Unknown,1,0.8558558558558559
6161,Fall,2020-2021,6085,Hybrid,Required for all students,1,0.8018867924528302
6162,Fall,2020-2021,4009,Hybrid,Required for all students,1,0.8558558558558559
6165,Fall,2020-2021,6085,Other,Unknown,0,0.8018867924528302
6166,Fall,2020-2021,4009,Other,Unknown,0,0.8558558558558559
6177,Fall,2020-2021,6079,Online Only,Required for all students,1,0.8909090909090909
6184,Fall,2020-2021,35006,Online Only,Required for all students,1,0.8163265306122449
6192,Fall,2020-2021,35006,On Premises,Not required,1,0.8163265306122449
6194,Fall,2020-2021,35006,Online Only,Required for all students,1,0.8163265306122449
6196,Fall,2020-2021,35006,Online Only,Required for all students,1,0.8163265306122449
6198,Fall,2020-2021,35006,Online Only,Required for all students,1,0.8163265306122449
6212,Fall,2020-2021,6085,On Premises,Unknown,1,0.8018867924528302
6304,Fall,2020-2021,6085,Online Only,Required for all students,1,0.8018867924528302
6322,Fall,2020-2021,6025,Online Only,Required for all students,1,0.8617021276595744
6333,Fall,2020-2021,6079,Online Only,Not required,1,0.8909090909090909
6334,Fall,2020-2021,6089,On Premises,Required for all students,1,0.8145695364238411
6335,Fall,2020-2021,6017,Hybrid,Required for middle/high school students only,1,0.8130841121495327
6336,Fall,2020-2021,6089,On Premises,Required for all students,1,0.8145695364238411
6337,Fall,2020-2021,16063,Online Only,Required for all students,1,0.9130434782608695
6370,Fall,2020-2021,48435,Hybrid,Required for middle/high school students only,1,0.8636363636363636
6373,Fall,2020-2021,48435,Online Only,Required for all students,1,0.8636363636363636
6376,Fall,2020-2021,48435,On Premises,Unknown,1,0.8636363636363636
6379,Fall,2020-2021,48435,Hybrid,Required for all students,1,0.8636363636363636
6384,Fall,2020-2021,6017,Pending,Pending,0,0.8130841121495327
6386,Fall,2020-2021,12103,Hybrid,Required for all students,1,0.8043478260869565
6437,Fall,2020-2021,6085,Online Only,Unknown,1,0.8018867924528302
6439,Fall,2020-2021,6085,Online Only,Pending,1,0.8018867924528302
6441,Fall,2020-2021,6085,Online Only,Required for all students,1,0.8018867924528302
6443,Fall,2020-2021,6085,Online Only,Required for all students,1,0.8018867924528302
6445,Fall,2020-2021,6085,Online Only,Required for high school students only,1,0.8018867924528302
6459,Fall,2020-2021,48409,Hybrid,Required for all students,1,0.8303571428571429
6464,Fall,2020-2021,48409,Online Only,Required for high school students only,1,0.8303571428571429
6472,Fall,2020-2021,6079,Hybrid,Required for all students,1,0.8909090909090909
6486,Fall,2020-2021,55115,Hybrid,Required for high school students only,1,0.8461538461538461
6493,Fall,2020-2021,18159,Online Only,Required for all students,1,0.8125
6523,Fall,2020-2021,6105,On Premises,Required for all students,1,0.8507462686567164
6524,Fall,2020-2021,6105,On Premises,Required for all students,1,0.8507462686567164
6582,Fall,2020-2021,35061,Online Only,Unknown,1,0.8421052631578947
6584,Fall,2020-2021,35061,Online Only,Not required,1,0.8421052631578947
6588,Fall,2020-2021,20173,Online Only,Unknown,1,0.8133333333333334
6602,Fall,2020-2021,28139,Online Only,Unknown,1,0.8205128205128205
6627,Fall,2020-2021,6105,Hybrid,Required for all students,1,0.8507462686567164
6648,Fall,2020-2021,6025,On Premises,Unknown,1,0.8617021276595744
6658,Fall,2020-2021,56031,Online Only,Not required,1,0.8125
6661,Fall,2020-2021,30007,Online Only,Not required,1,0.8055555555555556
6666,Fall,2020-2021,56031,Online Only,Not required,1,0.8125
6669,Fall,2020-2021,30007,Online Only,Not required,1,0.8055555555555556
6691,Fall,2020-2021,19079,Hybrid,Unknown,1,0.8947368421052632
6693,Fall,2020-2021,27077,Hybrid,Unknown,1,1.0
6694,Fall,2020-2021,45029,Hybrid,Unknown,1,0.9166666666666666
6696,Fall,2020-2021,6021,Online Only,Required for all students,1,0.9
6707,Fall,2020-2021,6025,Online Only,Unknown,1,0.8617021276595744
6709,Fall,2020-2021,48399,Online Only,Required for all students,1,0.8125
6711,Fall,2020-2021,37091,Hybrid,Required for all students,1,0.8928571428571429
6714,Fall,2020-2021,37091,Online Only,Unknown,1,0.8928571428571429
6761,Fall,2020-2021,8003,Hybrid,Required for middle/high school students only,1,0.875
6762,Fall,2020-2021,48219,On Premises,Required for all students,1,0.875
6783,Fall,2020-2021,8067,Hybrid,Pending,1,0.8125
6790,Fall,2020-2021,8047,Pending,Pending,0,0.8333333333333334
6794,Fall,2020-2021,49017,Online Only,Required for all students,1,0.85
6800,Fall,2020-2021,26093,Online Only,Required for all students,1,0.8085106382978723
6839,Fall,2020-2021,48419,Hybrid,Required for all students,1,0.8055555555555556
6840,Fall,2020-2021,8109,Hybrid,Required for all students,1,0.8928571428571429
6841,Fall,2020-2021,38065,Hybrid,Required for all students,1,0.9
6845,Fall,2020-2021,8089,Online Only,Unknown,1,0.825
6861,Fall,2020-2021,8081,Hybrid,Required for middle/high school students only,1,0.8333333333333334
6871,Fall,2020-2021,8105,Online Only,Required for all students,1,0.90625
6872,Fall,2020-2021,8029,On Premises,Required for middle/high school students only,1,0.9166666666666666
6873,Fall,2020-2021,49027,On Premises,Required for middle/high school students only,1,0.8653846153846154
6874,Fall,2020-2021,39051,On Premises,Required for middle/high school students only,1,0.8043478260869565
6877,Fall,2020-2021,19107,On Premises,Required for middle/high school students only,1,0.8636363636363636
6917,Fall,2020-2021,8033,On Premises,Required for all students,1,1.0
6918,Fall,2020-2021,8067,Hybrid,Pending,1,0.8125
6922,Fall,2020-2021,8037,Hybrid,Required for all students,1,0.8125
6925,Fall,2020-2021,26037,Hybrid,Required for all students,1,0.84375
6926,Fall,2020-2021,2240,Hybrid,Required for all students,1,0.8125
6930,Fall,2020-2021,8039,On Premises,Required for middle/high school students only,1,0.85
6931,Fall,2020-2021,48447,On Premises,Required for middle/high school students only,1,0.9166666666666666
6933,Fall,2020-2021,8039,On Premises,Unknown,1,0.85
6935,Fall,2020-2021,54105,On Premises,Unknown,1,0.8
6988,Fall,2020-2021,26037,Online Only,Not required,1,0.84375
6989,Fall,2020-2021,8089,Online Only,Not required,1,0.825
6990,Fall,2020-2021,20119,Online Only,Not required,1,0.8125
7008,Fall,2020-2021,20003,Hybrid,Pending,1,0.8125
7014,Fall,2020-2021,8051,On Premises,Required for all students,1,0.8
7029,Fall,2020-2021,8073,On Premises,Required for all students,1,0.9583333333333334
7032,Fall,2020-2021,8067,Unknown,Required for all students,0,0.8125
7041,Fall,2020-2021,8039,Hybrid,Required for middle/high school students only,1,0.85
7047,Fall,2020-2021,8089,Hybrid,Unknown,1,0.825
7048,Fall,2020-2021,8055,Hybrid,Required for all students,1,1.0
7049,Fall,2020-2021,12023,Hybrid,Required for middle/high school students only,1,0.8392857142857143
7053,Fall,2020-2021,13063,Hybrid,Required for middle/high school students only,1,0.8235294117647058
7054,Fall,2020-2021,5031,Hybrid,Required for middle/high school students only,1,0.8529411764705882
7055,Fall,2020-2021,47001,Hybrid,Required for middle/high school students only,1,0.8091603053435115
