,Term,DistrictID,SchoolYear,county_fips,Enrollment,TeachingMethod,StudentMaskPolicy,avg_enr,useit,useit_ind
24330,Spring,898221,2021-2022,26093,6067.0,Pending,Pending,4305.212765957447,0,0.8085106382978723
24336,Spring,108211403,2021-2022,26093,250.0,Other,Not required,4305.212765957447,0,0.8085106382978723
24343,Spring,897870,2021-2022,46091,385.0,Pending,Pending,2776.5208333333335,0,0.8125
24359,Spring,897914,2021-2022,13143,1835.0,Full In-Person,Not required,2666.5106382978724,1,0.8085106382978723
24360,Spring,897914,2021-2022,51023,1835.0,Full In-Person,Not required,1780.888888888889,1,0.8333333333333334
24366,Spring,897955,2021-2022,19191,338.0,Full In-Person,Not required,1252.7575757575758,1,0.8181818181818182
24487,Spring,897839,2021-2022,13099,3743.0,Full In-Person,Not required,2093.5,1,0.9166666666666666
24489,Spring,93755941,2021-2022,13099,315.0,Full In-Person,Not required,2093.5,1,0.9166666666666666
24493,Spring,897727,2021-2022,17177,380.0,Full In-Person,Not required,1703.0133333333333,1,0.8441558441558441
24494,Spring,897727,2021-2022,6049,380.0,Full In-Person,Not required,1753.5135135135135,1,0.8289473684210527
24499,Spring,897785,2021-2022,26009,379.0,Pending,Pending,578.2903225806451,0,0.8761904761904762
24504,Spring,897958,2021-2022,28157,965.0,Full In-Person,Not required,3147.9,1,0.85
24533,Spring,898272,2021-2022,54015,1878.0,Full In-Person,Required all students,1954.5,1,0.875
24543,Spring,897873,2021-2022,47001,1247.0,Pending,Pending,2358.343511450382,0,0.8091603053435115
24556,Spring,897873,2021-2022,53029,1247.0,Pending,Pending,2215.4873949579833,0,0.8151260504201681
24571,Spring,897962,2021-2022,39107,2993.0,Full In-Person,Unknown,2775.4166666666665,1,0.8125
24575,Spring,93740187,2021-2022,39107,418.0,Full In-Person,Not required,2775.4166666666665,1,0.8125
24583,Spring,898078,2021-2022,13243,675.0,Full In-Person,Not required,609.2173913043479,1,0.8333333333333334
24586,Spring,897935,2021-2022,6017,1347.0,Pending,Pending,2577.9423076923076,0,0.8130841121495327
25011,Spring,898229,2021-2022,27105,1715.0,Pending,Pending,1651.6288659793815,0,0.8041237113402062
25013,Spring,898121,2021-2022,55091,1482.0,Full In-Person,Pending,796.8125,1,0.8125
25030,Spring,897786,2021-2022,26009,1273.0,Full In-Person,Not required,578.2903225806451,1,0.8761904761904762
25031,Spring,897733,2021-2022,23009,280.0,Full In-Person,Not required,659.7142857142857,1,0.9642857142857143
25035,Spring,897733,2021-2022,19079,280.0,Full In-Person,Not required,1091.3552631578948,1,0.8947368421052632
25036,Spring,897733,2021-2022,27105,280.0,Full In-Person,Not required,1651.6288659793815,1,0.8041237113402062
25037,Spring,897733,2021-2022,26009,280.0,Full In-Person,Not required,578.2903225806451,1,0.8761904761904762
25042,Spring,104593945,2021-2022,26037,557.0,Full In-Person,Not required,1395.34375,1,0.84375
25044,Spring,898010,2021-2022,26037,1583.0,Full In-Person,Not required,1395.34375,1,0.84375
25117,Spring,897759,2021-2022,26055,546.0,Full In-Person,Not required,1708.972972972973,1,0.8648648648648649
25120,Spring,898198,2021-2022,17033,2090.0,Pending,Pending,7142.3859649122805,0,0.8070175438596491
25124,Spring,93829636,2021-2022,17033,250.0,Pending,Pending,7142.3859649122805,0,0.8070175438596491
25148,Spring,898011,2021-2022,26037,506.0,Full In-Person,Not required,1395.34375,1,0.84375
25149,Spring,898011,2021-2022,8089,506.0,Full In-Person,Not required,833.25,1,0.825
25150,Spring,898011,2021-2022,20119,506.0,Full In-Person,Not required,880.1875,1,0.8125
25151,Spring,898012,2021-2022,26093,3010.0,Full In-Person,Not required,4305.212765957447,1,0.8085106382978723
25154,Spring,897760,2021-2022,21073,527.0,Full In-Person,Not required,3485.225,1,0.8780487804878049
25156,Spring,897760,2021-2022,18023,527.0,Full In-Person,Not required,2023.8295454545455,1,0.8539325842696629
25169,Spring,898081,2021-2022,53029,1951.0,Full In-Person,Not required,2215.4873949579833,1,0.8151260504201681
25185,Spring,898200,2021-2022,20055,3923.0,Full In-Person,Required all students,2603.2580645161293,1,0.8125
25199,Spring,108228090,2021-2022,20055,600.0,Pending,Pending,2603.2580645161293,0,0.8125
25222,Spring,897706,2021-2022,17071,1596.0,Full In-Person,Not required,2135.125,1,0.875
25309,Spring,897735,2021-2022,26039,1603.0,Full In-Person,Not required,1603.0,1,1.0
25354,Spring,898048,2021-2022,29033,517.0,Full In-Person,Not required,3513.2027027027025,1,0.8421052631578947
25357,Spring,897834,2021-2022,1093,2752.0,Full In-Person,Not required,2677.943181818182,1,0.8522727272727273
25358,Spring,897834,2021-2022,48193,2752.0,Full In-Person,Not required,2558.6176470588234,1,0.8088235294117647
25389,Spring,897709,2021-2022,20003,719.0,Full In-Person,Not required,3317.84375,1,0.8125
25404,Spring,897835,2021-2022,48069,1472.0,Pending,Pending,1586.8,0,0.85
25445,Spring,93831960,2021-2022,42087,270.0,Full In-Person,Required all students,1488.3629032258063,1,0.8225806451612904
25451,Spring,93831783,2021-2022,42087,500.0,Full In-Person,Required all students,1488.3629032258063,1,0.8225806451612904
25457,Spring,115521210,2021-2022,42087,372.0,Full In-Person,Required all students,1488.3629032258063,1,0.8225806451612904
25524,Spring,898017,2021-2022,1125,5917.0,Full In-Person,Not required,4631.222222222223,1,0.8611111111111112
25545,Spring,93756122,2021-2022,26093,1250.0,Full In-Person,Not required,4305.212765957447,1,0.8085106382978723
25547,Spring,898165,2021-2022,26093,5527.0,Pending,Pending,4305.212765957447,0,0.8085106382978723
25549,Spring,898018,2021-2022,26093,7223.0,Full In-Person,Not required,4305.212765957447,1,0.8085106382978723
25572,Spring,898022,2021-2022,26067,7.0,Full In-Person,Required for unvaccinated students,5076.0847457627115,1,0.8319327731092437
25575,Spring,898020,2021-2022,26067,24.0,Full In-Person,Not required,5076.0847457627115,1,0.8319327731092437
25578,Spring,898024,2021-2022,26067,3080.0,Full In-Person,Not required,5076.0847457627115,1,0.8319327731092437
25581,Spring,898021,2021-2022,26067,13.0,Full In-Person,Unknown,5076.0847457627115,1,0.8319327731092437
25590,Spring,897992,2021-2022,36109,1177.0,Full In-Person,Not required,1693.0,1,0.8421052631578947
25736,Spring,897762,2021-2022,26079,50.0,Pending,Pending,3946.125,0,0.8125
25737,Spring,897761,2021-2022,26079,1553.0,Full In-Person,Not required,3946.125,1,0.8125
25751,Spring,897763,2021-2022,26055,1625.0,Full In-Person,Not required,1708.972972972973,1,0.8648648648648649
25772,Spring,897764,2021-2022,12023,1127.0,Full In-Person,Not required,2735.089285714286,1,0.8392857142857143
25776,Spring,897764,2021-2022,13063,1127.0,Full In-Person,Not required,4291.313725490196,1,0.8235294117647058
25777,Spring,897764,2021-2022,5031,1127.0,Full In-Person,Not required,5604.455882352941,1,0.8529411764705882
25778,Spring,897764,2021-2022,47001,1127.0,Full In-Person,Not required,2358.343511450382,1,0.8091603053435115
25779,Spring,897764,2021-2022,19025,1127.0,Full In-Person,Not required,1828.9833333333333,1,0.8
25780,Spring,897764,2021-2022,26113,1127.0,Full In-Person,Not required,2958.6944444444443,1,0.9166666666666666
25781,Spring,897764,2021-2022,48409,1127.0,Full In-Person,Not required,4505.1875,1,0.8303571428571429
25782,Spring,897764,2021-2022,8053,1127.0,Full In-Person,Not required,2976.25,1,0.9583333333333334
25783,Spring,897764,2021-2022,6049,1127.0,Full In-Person,Not required,1753.5135135135135,1,0.8289473684210527
25784,Spring,897764,2021-2022,46091,1127.0,Full In-Person,Not required,2776.5208333333335,1,0.8125
25785,Spring,93756099,2021-2022,26089,120.0,Full In-Person,Required all students,936.8372093023256,1,0.8372093023255814
25907,Spring,897765,2021-2022,26089,523.0,Pending,Pending,936.8372093023256,0,0.8372093023255814
25943,Spring,898106,2021-2022,47135,3337.0,Full In-Person,Unknown,2147.785714285714,1,0.8214285714285714
25993,Spring,897768,2021-2022,26009,1076.0,Pending,Pending,578.2903225806451,0,0.8761904761904762
26014,Spring,897680,2021-2022,26153,880.0,Full In-Person,Not required,880.0,1,1.0
26016,Spring,897771,2021-2022,6103,989.0,Pending,Pending,1828.648148148148,0,0.8440366972477065
26017,Spring,897743,2021-2022,26089,800.0,Full In-Person,Not required,936.8372093023256,1,0.8372093023255814
26130,Spring,897923,2021-2022,39107,560.0,Full In-Person,Not required,2775.4166666666665,1,0.8125
26134,Spring,898086,2021-2022,55069,1112.0,Full In-Person,Not required,1802.1666666666667,1,0.8333333333333334
26135,Spring,898086,2021-2022,41035,1112.0,Full In-Person,Not required,2586.0,1,0.8571428571428571
26193,Spring,898209,2021-2022,35006,2219.0,Pending,Pending,3083.31914893617,0,0.8163265306122449
26203,Spring,898052,2021-2022,24029,1081.0,Full In-Person,Other,2708.397590361446,1,0.8192771084337349
26204,Spring,898059,2021-2022,26135,520.0,Full In-Person,Not required,520.0,1,1.0
26237,Spring,897813,2021-2022,48337,1580.0,Pending,Pending,376.17857142857144,0,0.8214285714285714
26239,Spring,898108,2021-2022,51087,1362.0,Other,Not required,2139.846153846154,0,0.8269230769230769
26247,Spring,898108,2021-2022,5003,1362.0,Other,Not required,4356.723214285715,0,0.8125
26307,Spring,897854,2021-2022,39069,1502.0,Full In-Person,Not required,895.2222222222222,1,0.8055555555555556
26309,Spring,897854,2021-2022,38047,1502.0,Full In-Person,Not required,1040.25,1,0.84375
26367,Spring,897746,2021-2022,1125,147.0,Full In-Person,Not required,4631.222222222223,1,0.8611111111111112
26369,Spring,897746,2021-2022,26089,147.0,Full In-Person,Not required,936.8372093023256,1,0.8372093023255814
26400,Spring,897742,2021-2022,26141,619.0,Full In-Person,Not required,946.21875,1,0.875
26402,Spring,93815619,2021-2022,26141,29.0,Full In-Person,Pending,946.21875,1,0.875
26409,Spring,898054,2021-2022,26069,1190.0,Hybrid/Partial,Not required,1107.6,1,0.8
26461,Spring,897926,2021-2022,54065,2228.0,Other,Not required,1470.55,0,0.8
26463,Spring,898114,2021-2022,16069,355.0,Full In-Person,Not required,1432.1489361702127,1,0.8936170212765957
26466,Spring,898006,2021-2022,13153,1165.0,Full In-Person,Not required,3468.1194029850744,1,0.835820895522388
26494,Spring,108529001,2021-2022,26093,200.0,Full In-Person,Not required,4305.212765957447,1,0.8085106382978723
26495,Spring,898188,2021-2022,26093,3095.0,Pending,Pending,4305.212765957447,0,0.8085106382978723
26587,Spring,897979,2021-2022,48409,2086.0,Pending,Pending,4505.1875,0,0.8303571428571429
26590,Spring,897979,2021-2022,26067,2086.0,Pending,Pending,5076.0847457627115,0,0.8319327731092437
26593,Spring,897979,2021-2022,5003,2086.0,Pending,Pending,4356.723214285715,0,0.8125
26597,Spring,897715,2021-2022,26141,226.0,Full In-Person,Not required,946.21875,1,0.875
26634,Spring,897691,2021-2022,20157,132.0,Pending,Pending,1773.4125,0,0.825
26635,Spring,897929,2021-2022,53005,3220.0,Full In-Person,Not required,4504.625,1,0.825
26638,Spring,897929,2021-2022,13259,3220.0,Full In-Person,Not required,3367.125,1,0.9166666666666666
26641,Spring,897929,2021-2022,19107,3220.0,Full In-Person,Not required,3020.0227272727275,1,0.8636363636363636
26642,Spring,897929,2021-2022,18147,3220.0,Full In-Person,Not required,2723.1153846153848,1,0.8490566037735849
26646,Spring,897929,2021-2022,31037,3220.0,Full In-Person,Not required,3462.1041666666665,1,0.875
26685,Spring,897851,2021-2022,39107,8092.0,Full In-Person,Not required,2775.4166666666665,1,0.8125
26686,Spring,897851,2021-2022,47009,8092.0,Full In-Person,Not required,8422.112359550561,1,0.8314606741573034
26689,Spring,897851,2021-2022,1037,8092.0,Full In-Person,Not required,5252.944444444444,1,0.8055555555555556
26690,Spring,897851,2021-2022,16011,8092.0,Full In-Person,Not required,4054.968253968254,1,0.8203125
26691,Spring,897716,2021-2022,26141,528.0,Full In-Person,Not required,946.21875,1,0.875
26761,Spring,897843,2021-2022,26069,2172.0,Full In-Person,Not required,1107.6,1,0.8
26772,Spring,897984,2021-2022,26067,965.0,Full In-Person,Not required,5076.0847457627115,1,0.8319327731092437
26933,Spring,897749,2021-2022,26089,590.0,Pending,Pending,936.8372093023256,0,0.8372093023255814
26935,Spring,108228075,2021-2022,26069,165.0,Full In-Person,Not required,1107.6,1,0.8
26936,Spring,898026,2021-2022,26069,1243.0,Full In-Person,Not required,1107.6,1,0.8
27005,Spring,93740541,2021-2022,26055,800.0,Full In-Person,Not required,1708.972972972973,1,0.8648648648648649
27006,Spring,105878950,2021-2022,26055,165.0,Full In-Person,Not required,1708.972972972973,1,0.8648648648648649
27007,Spring,93740550,2021-2022,26055,130.0,Full In-Person,Not required,1708.972972972973,1,0.8648648648648649
27008,Spring,897750,2021-2022,26055,10140.0,Full In-Person,Not required,1708.972972972973,1,0.8648648648648649
27009,Spring,93740533,2021-2022,26055,217.0,Full In-Person,Required all students,1708.972972972973,1,0.8648648648648649
27072,Spring,897908,2021-2022,28149,3020.0,Full In-Person,Not required,5819.75,1,0.875
27074,Spring,897908,2021-2022,42119,3020.0,Full In-Person,Not required,2864.176470588235,1,0.8627450980392157
27209,Spring,898007,2021-2022,26037,610.0,Pending,Pending,1395.34375,0,0.84375
27211,Spring,898007,2021-2022,20003,610.0,Pending,Pending,3317.84375,0,0.8125
27224,Spring,898029,2021-2022,26069,768.0,Unknown,Pending,1107.6,0,0.8
27329,Spring,896605,2021-2022,29013,603.0,Pending,Pending,8688.168421052631,0,0.8105263157894737
27330,Spring,896605,2021-2022,27105,603.0,Pending,Pending,1651.6288659793815,0,0.8041237113402062
27356,Spring,896634,2021-2022,26009,500.0,Full In-Person,Not required,578.2903225806451,1,0.8761904761904762
27428,Spring,896451,2021-2022,27029,927.0,Full In-Person,Not required,755.8333333333334,1,0.8333333333333334
27431,Spring,896481,2021-2022,13171,800.0,Pending,Pending,1641.1666666666667,0,0.9166666666666666
27435,Spring,896698,2021-2022,27017,778.0,Full In-Person,Not required,908.6666666666666,1,0.8205128205128205
27440,Spring,896452,2021-2022,27077,476.0,Full In-Person,Pending,840.3333333333334,1,1.0
27444,Spring,896525,2021-2022,31125,700.0,Full In-Person,Not required,3193.5,1,0.8409090909090909
27475,Spring,896666,2021-2022,27147,770.0,Full In-Person,Not required,3294.7105263157896,1,0.8974358974358975
27532,Spring,896607,2021-2022,27105,461.0,Pending,Pending,1651.6288659793815,0,0.8041237113402062
27590,Spring,896608,2021-2022,27165,300.0,Full In-Person,Not required,8335.9,1,0.85
27620,Spring,896455,2021-2022,6085,135.0,Full In-Person,Not required,5668.215311004785,1,0.8018867924528302
27629,Spring,896576,2021-2022,6049,638.0,Pending,Pending,1753.5135135135135,0,0.8289473684210527
27632,Spring,896699,2021-2022,27017,461.0,Full In-Person,Not required,908.6666666666666,1,0.8205128205128205
27645,Spring,896700,2021-2022,23007,740.0,Full In-Person,Not required,732.5,1,1.0
27650,Spring,896422,2021-2022,27029,405.0,Pending,Pending,755.8333333333334,0,0.8333333333333334
27677,Spring,896579,2021-2022,47001,365.0,Pending,Pending,2358.343511450382,0,0.8091603053435115
27690,Spring,896579,2021-2022,53029,365.0,Pending,Pending,2215.4873949579833,0,0.8151260504201681
27695,Spring,896701,2021-2022,27017,2695.0,Full In-Person,Required all students,908.6666666666666,1,0.8205128205128205
27696,Spring,114711205,2021-2022,27017,30.0,Pending,Pending,908.6666666666666,0,0.8205128205128205
27714,Spring,896549,2021-2022,6089,670.0,Full In-Person,Not required,1841.2649006622516,1,0.8145695364238411
27717,Spring,896549,2021-2022,16049,670.0,Full In-Person,Not required,1089.5208333333333,1,0.8541666666666666
27718,Spring,896549,2021-2022,48257,670.0,Full In-Person,Not required,2646.9166666666665,1,0.8194444444444444
27722,Spring,896703,2021-2022,27017,302.0,Full In-Person,Not required,908.6666666666666,1,0.8205128205128205
27778,Spring,896746,2021-2022,16035,14818.0,Full In-Person,Not required,4339.25,1,0.8947368421052632
27780,Spring,96932278,2021-2022,16035,758.0,Full In-Person,Pending,4339.25,1,0.8947368421052632
27782,Spring,114711376,2021-2022,16035,4339.25,Pending,Pending,4339.25,0,0.8947368421052632
27783,Spring,896610,2021-2022,23009,147.0,Full In-Person,Pending,659.7142857142857,1,0.9642857142857143
27787,Spring,896610,2021-2022,19079,147.0,Full In-Person,Pending,1091.3552631578948,1,0.8947368421052632
27788,Spring,896610,2021-2022,27105,147.0,Full In-Person,Pending,1651.6288659793815,1,0.8041237113402062
27789,Spring,896610,2021-2022,26009,147.0,Full In-Person,Pending,578.2903225806451,1,0.8761904761904762
27795,Spring,896705,2021-2022,27017,1265.0,Full In-Person,Not required,908.6666666666666,1,0.8205128205128205
27841,Spring,896784,2021-2022,27115,809.0,Full In-Person,Not required,1197.7142857142858,1,0.8928571428571429
27870,Spring,896644,2021-2022,54021,307.0,Full In-Person,Not required,608.5,1,0.875
27873,Spring,896644,2021-2022,37099,307.0,Full In-Person,Not required,1986.9411764705883,1,0.8235294117647058
27877,Spring,896531,2021-2022,5109,1369.0,Pending,Pending,7717.375,0,0.8125
27881,Spring,896531,2021-2022,53039,1369.0,Pending,Pending,1324.8080808080808,0,0.8484848484848485
27970,Spring,896710,2021-2022,20065,264.0,Full In-Person,Not required,423.75,1,0.8333333333333334
27976,Spring,896802,2021-2022,27115,957.0,Pending,Pending,1197.7142857142858,0,0.8928571428571429
27977,Spring,896802,2021-2022,49027,957.0,Pending,Pending,1462.1153846153845,0,0.8653846153846154
28071,Spring,896803,2021-2022,12023,1300.0,Full In-Person,Not required,2735.089285714286,1,0.8392857142857143
28075,Spring,896803,2021-2022,13063,1300.0,Full In-Person,Not required,4291.313725490196,1,0.8235294117647058
28076,Spring,896803,2021-2022,5031,1300.0,Full In-Person,Not required,5604.455882352941,1,0.8529411764705882
28077,Spring,896803,2021-2022,47001,1300.0,Full In-Person,Not required,2358.343511450382,1,0.8091603053435115
28078,Spring,896803,2021-2022,19025,1300.0,Full In-Person,Not required,1828.9833333333333,1,0.8
28079,Spring,896803,2021-2022,26113,1300.0,Full In-Person,Not required,2958.6944444444443,1,0.9166666666666666
28080,Spring,896803,2021-2022,48409,1300.0,Full In-Person,Not required,4505.1875,1,0.8303571428571429
28081,Spring,896803,2021-2022,8053,1300.0,Full In-Person,Not required,2976.25,1,0.9583333333333334
28082,Spring,896803,2021-2022,6049,1300.0,Full In-Person,Not required,1753.5135135135135,1,0.8289473684210527
28083,Spring,896803,2021-2022,46091,1300.0,Full In-Person,Not required,2776.5208333333335,1,0.8125
28118,Spring,896651,2021-2022,16069,820.0,Full In-Person,Not required,1432.1489361702127,1,0.8936170212765957
28121,Spring,896651,2021-2022,6105,820.0,Full In-Person,Not required,1436.3432835820895,1,0.8507462686567164
28123,Spring,896651,2021-2022,31133,820.0,Full In-Person,Not required,2054.2903225806454,1,0.9354838709677419
28142,Spring,896652,2021-2022,53039,263.0,Full In-Person,Pending,1324.8080808080808,1,0.8484848484848485
28145,Spring,896616,2021-2022,27165,671.0,Full In-Person,Not required,8335.9,1,0.85
28167,Spring,896438,2021-2022,27087,637.0,Full In-Person,Not required,463.625,1,0.8125
28214,Spring,896806,2021-2022,27147,955.0,Full In-Person,Not required,3294.7105263157896,1,0.8974358974358975
28221,Spring,896505,2021-2022,39125,1350.0,Pending,Pending,1051.3541666666667,0,0.8125
28226,Spring,896533,2021-2022,42087,30.0,Full In-Person,Not required,1488.3629032258063,1,0.8225806451612904
28314,Spring,896733,2021-2022,5043,4115.0,Full In-Person,Not required,2624.403846153846,1,0.8269230769230769
28317,Spring,896733,2021-2022,21231,4115.0,Full In-Person,Not required,1937.6153846153845,1,0.8269230769230769
28321,Spring,896733,2021-2022,13159,4115.0,Full In-Person,Not required,1937.6153846153845,1,0.8269230769230769
28323,Spring,896733,2021-2022,49037,4115.0,Full In-Person,Not required,1963.4655172413793,1,0.8103448275862069
28324,Spring,896733,2021-2022,28077,4115.0,Full In-Person,Not required,1881.7857142857142,1,0.8214285714285714
28328,Spring,96932130,2021-2022,5043,175.0,Full In-Person,Not required,2624.403846153846,1,0.8269230769230769
28331,Spring,96932130,2021-2022,21231,175.0,Full In-Person,Not required,1937.6153846153845,1,0.8269230769230769
28335,Spring,96932130,2021-2022,13159,175.0,Full In-Person,Not required,1937.6153846153845,1,0.8269230769230769
28337,Spring,96932130,2021-2022,49037,175.0,Full In-Person,Not required,1963.4655172413793,1,0.8103448275862069
28338,Spring,96932130,2021-2022,28077,175.0,Full In-Person,Not required,1881.7857142857142,1,0.8214285714285714
28342,Spring,896439,2021-2022,28133,6573.0,Full In-Person,Not required,6215.65,1,0.9
28344,Spring,896712,2021-2022,27017,694.0,Full In-Person,Not required,908.6666666666666,1,0.8205128205128205
28345,Spring,896807,2021-2022,27065,1704.0,Full In-Person,Not required,935.3333333333334,1,0.9166666666666666
28346,Spring,896807,2021-2022,72071,1704.0,Full In-Person,Not required,1088.0,1,0.875
28347,Spring,896807,2021-2022,35033,1704.0,Full In-Person,Not required,745.6666666666666,1,0.9166666666666666
28357,Spring,896589,2021-2022,27033,500.0,Full In-Person,Not required,941.5,1,0.84
28360,Spring,108557903,2021-2022,27087,143.0,Full In-Person,Not required,463.625,1,0.8125
28375,Spring,896540,2021-2022,9011,1635.0,Full In-Person,Not required,1710.638888888889,1,0.8055555555555556
28382,Spring,896540,2021-2022,37167,1635.0,Full In-Person,Not required,1656.4424778761063,1,0.8053097345132744
28413,Spring,896507,2021-2022,27065,630.0,Full In-Person,Not required,935.3333333333334,1,0.9166666666666666
28422,Spring,896810,2021-2022,27147,5093.0,Full In-Person,Not required,3294.7105263157896,1,0.8974358974358975
28426,Spring,896511,2021-2022,29163,949.0,Full In-Person,Not required,3901.1794871794873,1,0.810126582278481
28433,Spring,896811,2021-2022,27115,1659.0,Full In-Person,Not required,1197.7142857142858,1,0.8928571428571429
28444,Spring,896656,2021-2022,31139,1505.0,Full In-Person,Not required,1720.28125,1,0.875
28447,Spring,896414,2021-2022,16009,415.0,Full In-Person,Pending,364.9166666666667,1,0.8333333333333334
28493,Spring,44859180,2021-2022,17051,1000.0,Pending,Pending,1401.625,0,0.8
28496,Spring,896778,2021-2022,31027,644.0,Full In-Person,Not required,1189.8266666666666,1,0.8133333333333334
28512,Spring,114697553,2021-2022,37167,100.0,Pending,Pending,1656.4424778761063,0,0.8053097345132744
28513,Spring,114697553,2021-2022,42067,100.0,Pending,Pending,1655.2,0,0.8
28514,Spring,114697553,2021-2022,16063,100.0,Pending,Pending,1222.4565217391305,0,0.9130434782608695
28515,Spring,114697553,2021-2022,6103,100.0,Pending,Pending,1828.648148148148,0,0.8440366972477065
28522,Spring,96941186,2021-2022,37167,200.0,Full In-Person,Required all students,1656.4424778761063,1,0.8053097345132744
28523,Spring,96941186,2021-2022,42067,200.0,Full In-Person,Required all students,1655.2,1,0.8
28524,Spring,96941186,2021-2022,16063,200.0,Full In-Person,Required all students,1222.4565217391305,1,0.9130434782608695
28525,Spring,96941186,2021-2022,6103,200.0,Full In-Person,Required all students,1828.648148148148,1,0.8440366972477065
28532,Spring,896721,2021-2022,37167,4328.0,Full In-Person,Not required,1656.4424778761063,1,0.8053097345132744
28533,Spring,896721,2021-2022,42067,4328.0,Full In-Person,Not required,1655.2,1,0.8
28534,Spring,896721,2021-2022,16063,4328.0,Full In-Person,Not required,1222.4565217391305,1,0.9130434782608695
28535,Spring,896721,2021-2022,6103,4328.0,Full In-Person,Not required,1828.648148148148,1,0.8440366972477065
28542,Spring,108557687,2021-2022,37167,200.0,Full In-Person,Not required,1656.4424778761063,1,0.8053097345132744
28543,Spring,108557687,2021-2022,42067,200.0,Full In-Person,Not required,1655.2,1,0.8
28544,Spring,108557687,2021-2022,16063,200.0,Full In-Person,Not required,1222.4565217391305,1,0.9130434782608695
28545,Spring,108557687,2021-2022,6103,200.0,Full In-Person,Not required,1828.648148148148,1,0.8440366972477065
28552,Spring,96932013,2021-2022,37167,65.0,Full In-Person,Required all students,1656.4424778761063,1,0.8053097345132744
28553,Spring,96932013,2021-2022,42067,65.0,Full In-Person,Required all students,1655.2,1,0.8
28554,Spring,96932013,2021-2022,16063,65.0,Full In-Person,Required all students,1222.4565217391305,1,0.9130434782608695
28555,Spring,96932013,2021-2022,6103,65.0,Full In-Person,Required all students,1828.648148148148,1,0.8440366972477065
28626,Spring,896739,2021-2022,39107,1707.0,Full In-Person,Not required,2775.4166666666665,1,0.8125
28627,Spring,896739,2021-2022,47009,1707.0,Full In-Person,Not required,8422.112359550561,1,0.8314606741573034
28630,Spring,896739,2021-2022,1037,1707.0,Full In-Person,Not required,5252.944444444444,1,0.8055555555555556
28631,Spring,896739,2021-2022,16011,1707.0,Full In-Person,Not required,4054.968253968254,1,0.8203125
28711,Spring,896664,2021-2022,36087,600.0,Full In-Person,Not required,5797.144736842105,1,0.8076923076923077
28746,Spring,896660,2021-2022,1037,2226.0,Full In-Person,Not required,5252.944444444444,1,0.8055555555555556
28749,Spring,114711524,2021-2022,42037,150.0,Pending,Pending,2296.059523809524,0,0.8070175438596491
28752,Spring,96932216,2021-2022,42037,1200.0,Full In-Person,Not required,2296.059523809524,1,0.8070175438596491
28755,Spring,896787,2021-2022,42037,8544.0,Pending,Pending,2296.059523809524,0,0.8070175438596491
28765,Spring,896730,2021-2022,27075,1441.0,Full In-Person,Not required,1441.0,1,1.0
28813,Spring,896744,2021-2022,12023,1907.0,Full In-Person,Not required,2735.089285714286,1,0.8392857142857143
28822,Spring,896448,2021-2022,27087,707.0,Full In-Person,Required all students,463.625,1,0.8125
28828,Spring,896566,2021-2022,27033,410.0,Pending,Pending,941.5,0,0.84
28839,Spring,896687,2021-2022,27115,450.0,Full In-Person,Not required,1197.7142857142858,1,0.8928571428571429
28840,Spring,896603,2021-2022,27033,640.0,Pending,Pending,941.5,0,0.84
28875,Spring,896567,2021-2022,27105,3343.0,Full In-Person,Not required,1651.6288659793815,1,0.8041237113402062
28882,Spring,896688,2021-2022,27017,351.0,Full In-Person,Not required,908.6666666666666,1,0.8205128205128205
28884,Spring,894159,2021-2022,29013,702.0,Full In-Person,Not required,8688.168421052631,1,0.8105263157894737
28885,Spring,894159,2021-2022,27105,702.0,Full In-Person,Not required,1651.6288659793815,1,0.8041237113402062
28924,Spring,893992,2021-2022,20141,761.0,Full In-Person,Pending,1107.225,1,0.8
28926,Spring,894160,2021-2022,29013,200.0,Full In-Person,Not required,8688.168421052631,1,0.8105263157894737
28929,Spring,894128,2021-2022,6089,3903.0,Full In-Person,Not required,1841.2649006622516,1,0.8145695364238411
28935,Spring,894128,2021-2022,48185,3903.0,Full In-Person,Not required,2917.7818181818184,1,0.8363636363636363
28939,Spring,894335,2021-2022,17033,342.0,Full In-Person,Not required,7142.3859649122805,1,0.8070175438596491
28990,Spring,893993,2021-2022,29067,1362.0,Pending,Pending,735.0,0,0.875
28992,Spring,893994,2021-2022,29067,108.0,Full In-Person,Not required,735.0,1,0.875
29000,Spring,894236,2021-2022,20105,189.0,Pending,Pending,1068.15,0,0.8
29011,Spring,894326,2021-2022,22015,130.0,Full In-Person,Not required,3794.4545454545455,1,0.8181818181818182
29012,Spring,894326,2021-2022,21157,130.0,Full In-Person,Not required,2723.823529411765,1,0.8088235294117647
29013,Spring,894326,2021-2022,47139,130.0,Full In-Person,Not required,3794.4545454545455,1,0.8181818181818182
29017,Spring,894326,2021-2022,42037,130.0,Full In-Person,Not required,2296.059523809524,1,0.8070175438596491
29019,Spring,894326,2021-2022,19159,130.0,Full In-Person,Not required,2789.876404494382,1,0.8539325842696629
29020,Spring,894326,2021-2022,1085,130.0,Full In-Person,Not required,3408.0,1,0.8035714285714286
29023,Spring,894325,2021-2022,22015,985.0,Full In-Person,Not required,3794.4545454545455,1,0.8181818181818182
29024,Spring,894325,2021-2022,21157,985.0,Full In-Person,Not required,2723.823529411765,1,0.8088235294117647
